"Episode ID","Record ID",Choice,Fav
18,131,4,0
18,132,5,0
18,133,6,0
18,134,7,0
18,135,8,1
19,136,1,0
19,137,2,0
19,138,3,0
19,139,4,0
19,140,5,0
19,141,6,0
19,142,7,1
19,143,8,0
20,144,1,0
20,145,2,1
20,146,3,0
20,147,4,0
20,148,5,0
20,149,6,0
20,150,7,0
20,151,8,0
21,152,1,1
21,153,2,0
21,154,3,0
21,155,4,0
21,156,5,0
21,157,6,0
21,158,7,0
21,159,8,0
22,160,1,0
22,161,2,1
22,162,3,0
22,163,4,0
22,164,5,0
22,165,6,0
22,166,7,0
22,167,8,0
23,168,1,0
23,169,2,1
23,170,3,0
23,171,4,0
23,172,5,0
23,173,6,0
23,174,7,0
23,175,8,0
24,176,1,0
24,177,2,0
24,178,3,0
24,179,4,0
24,118,5,0
24,180,6,0
24,181,7,0
24,182,8,0
25,183,1,0
25,184,2,0
25,185,3,0
25,186,4,0
25,187,5,0
25,188,6,0
25,189,7,0
25,190,8,1
26,191,1,0
26,192,2,0
26,193,3,0
26,194,4,0
26,195,5,0
26,196,6,0
26,197,7,0
26,198,8,1
27,199,1,1
27,200,2,0
27,201,3,0
27,202,4,0
27,203,5,0
27,204,6,0
27,205,7,0
27,206,8,0
28,207,1,1
28,208,2,0
28,209,3,0
28,210,4,0
28,211,5,0
28,212,6,0
28,213,7,0
28,214,8,0
29,215,1,0
29,216,2,0
29,217,3,0
29,218,4,0
29,219,5,0
29,220,6,0
29,138,7,0
29,221,8,1
30,222,1,0
30,223,2,0
30,224,3,0
30,225,4,0
30,226,5,0
30,227,6,1
30,228,7,0
30,229,8,0
31,230,1,0
31,231,2,0
31,232,3,0
31,233,4,0
31,234,5,0
31,235,6,1
31,236,7,0
31,237,8,0
32,238,1,0
32,239,2,0
32,240,3,0
32,241,4,1
32,242,5,0
32,243,6,0
32,244,7,0
32,245,8,0
33,246,1,1
33,239,2,0
33,247,3,0
33,248,4,0
33,249,5,0
33,250,6,0
33,251,7,0
33,252,8,0
34,253,1,0
34,254,2,0
34,255,3,0
34,256,4,0
34,257,5,0
34,247,6,0
34,258,7,0
34,259,8,0
35,260,1,1
35,261,2,0
35,262,3,0
35,263,4,0
35,264,5,0
35,265,6,0
35,266,7,0
35,267,8,0
36,268,1,0
36,269,2,0
36,270,3,0
36,271,4,0
36,272,5,0
36,273,6,1
36,274,7,0
36,275,8,0
37,276,1,0
37,277,2,0
37,278,3,0
37,279,4,0
37,280,5,1
37,281,6,0
37,282,7,0
37,283,8,0
38,284,1,1
38,272,2,0
38,285,3,0
38,286,4,0
38,287,5,0
38,288,6,0
38,289,7,0
38,290,8,0
39,291,1,0
39,292,2,0
39,101,3,1
39,293,4,0
39,294,5,0
39,295,6,0
39,205,7,0
39,296,8,0
40,297,1,0
40,298,2,0
40,299,3,0
40,300,4,0
40,301,5,1
40,73,6,0
40,302,7,0
40,303,8,0
41,304,1,0
41,305,2,0
41,306,3,0
41,307,4,0
41,308,5,1
41,309,6,0
41,310,7,0
41,311,8,0
42,312,1,0
42,313,2,1
42,314,3,0
42,315,4,0
42,316,5,0
42,317,6,0
42,318,7,0
42,319,8,0
43,320,1,0
43,321,2,0
43,322,3,0
43,323,4,0
43,324,5,0
43,325,6,1
43,326,7,0
43,327,8,0
44,158,1,0
44,328,2,0
44,329,3,0
44,330,4,0
44,331,5,0
44,332,6,0
44,333,7,0
44,334,8,1
45,138,1,0
45,335,2,0
45,336,3,0
45,337,4,1
45,338,5,0
45,339,6,0
45,340,7,0
45,341,8,0
46,342,1,0
46,343,2,1
46,344,3,0
46,345,4,0
46,346,5,0
46,347,6,0
46,348,7,0
46,349,8,0
47,350,1,1
47,351,2,0
47,352,3,0
47,353,4,0
47,354,5,0
47,355,6,0
47,356,7,0
47,357,8,0
48,358,1,0
48,359,2,0
48,360,3,1
48,361,4,0
48,362,5,0
48,363,6,0
48,364,7,0
48,365,8,0
49,366,1,1
49,367,2,0
49,368,3,0
49,156,4,0
49,369,5,0
49,8,6,0
49,370,7,0
49,371,8,0
50,372,1,0
50,373,2,0
50,374,3,0
50,375,4,0
50,376,5,0
50,377,6,1
50,378,7,0
50,379,8,0
51,380,1,0
51,381,2,0
51,382,3,0
51,383,4,0
51,384,5,0
51,385,6,0
51,386,7,1
51,387,8,0
52,388,1,0
52,389,2,0
52,390,3,0
52,391,4,0
52,392,5,0
52,393,6,0
52,394,7,1
52,395,8,0
53,396,1,1
53,397,2,0
53,398,3,0
53,399,4,0
53,400,5,0
53,401,6,0
53,402,7,0
53,403,8,0
54,404,1,0
54,405,2,0
54,385,3,0
54,406,4,0
54,407,5,0
54,408,6,0
54,409,7,0
54,410,8,1
55,411,1,1
55,412,2,0
55,413,3,0
55,414,4,0
55,415,5,0
55,416,6,0
55,417,7,0
55,418,8,0
56,156,1,0
56,419,2,0
56,420,3,0
56,421,4,0
56,422,5,0
56,423,6,0
56,424,7,0
56,425,8,1
57,426,1,0
57,427,2,0
57,18,3,0
57,428,4,0
57,429,5,0
57,430,6,0
57,431,7,0
57,432,8,1
58,433,1,0
58,434,2,0
58,435,3,0
58,436,4,0
58,437,5,0
58,438,6,0
58,439,7,0
58,440,8,1
59,441,1,0
59,442,2,0
59,443,3,0
59,444,4,0
59,445,5,0
59,156,6,0
59,446,7,0
59,223,8,1
60,447,1,0
60,448,2,0
60,449,3,0
60,450,4,0
60,451,5,0
60,452,6,0
60,453,7,0
60,454,8,1
61,455,1,0
61,186,2,0
61,456,3,0
61,457,4,0
61,458,5,1
61,459,6,0
61,460,7,0
61,203,8,0
62,461,1,0
62,462,2,0
62,463,3,0
62,464,4,0
62,465,5,1
62,466,6,0
62,467,7,0
62,468,8,0
63,469,1,1
63,470,2,0
63,471,3,0
63,472,4,0
63,473,5,0
63,474,6,0
63,475,7,0
63,476,8,0
64,477,1,0
64,478,2,0
64,479,3,1
64,480,4,0
64,481,5,0
64,482,6,0
64,483,7,0
64,484,8,0
65,485,1,0
65,486,2,1
65,487,3,0
65,488,4,0
65,489,5,0
65,490,6,0
65,491,7,0
65,492,8,0
66,493,1,0
66,494,2,0
66,495,3,0
66,496,4,0
66,497,5,0
66,498,6,0
66,499,7,1
66,500,8,0
67,501,1,0
67,502,2,0
67,503,3,0
67,504,4,0
67,505,5,0
67,506,6,1
67,507,7,0
67,508,8,0
68,509,1,0
68,510,2,0
68,511,3,1
68,512,4,0
68,513,5,0
68,514,6,0
68,515,7,0
68,516,8,0
69,517,1,0
69,518,2,0
69,519,3,0
69,520,4,0
69,521,5,1
69,522,6,0
69,523,7,0
69,524,8,0
70,525,1,0
70,526,2,0
70,527,3,1
70,528,4,0
70,529,5,0
70,18,6,0
70,530,7,0
70,531,8,0
71,532,1,0
71,533,2,0
71,534,3,0
71,535,4,0
71,536,5,0
71,537,6,0
71,538,7,0
71,539,8,0
72,540,1,0
72,541,2,0
72,542,3,0
72,543,4,0
72,544,5,1
72,545,6,0
72,546,7,0
72,547,8,0
73,548,1,0
73,549,2,0
73,550,3,0
73,551,4,1
73,552,5,0
73,553,6,0
73,554,7,0
73,555,8,0
74,383,1,0
74,556,2,0
74,557,3,0
74,558,4,0
74,559,5,0
74,560,6,1
74,561,7,0
74,562,8,0
75,563,1,0
75,564,2,0
75,524,3,1
75,495,4,0
75,565,5,0
75,566,6,0
75,567,7,0
75,568,8,0
76,569,1,0
76,570,2,0
76,571,3,0
76,572,4,0
76,536,5,0
76,573,6,0
76,574,7,0
76,575,8,1
77,576,1,0
77,577,2,1
77,578,3,0
77,579,4,0
77,580,5,0
77,581,6,0
77,582,7,0
77,583,8,0
78,584,1,0
78,585,2,1
78,586,3,0
78,587,4,0
78,588,5,0
78,494,6,0
78,589,7,0
78,590,8,0
79,591,1,0
79,592,2,0
79,593,3,0
79,594,4,1
79,595,5,0
79,596,6,0
79,597,7,0
79,383,8,0
80,598,1,0
80,599,2,0
80,600,3,0
80,601,4,0
80,602,5,0
80,603,6,0
80,604,7,0
80,338,8,1
81,605,1,0
81,606,2,1
81,607,3,0
81,608,4,0
81,609,5,0
81,610,6,0
81,611,7,0
81,612,8,0
82,613,1,0
82,614,2,0
82,615,3,0
82,616,4,0
82,617,5,0
82,618,6,0
82,619,7,1
82,620,8,0
83,621,1,0
83,622,2,0
83,623,3,0
83,624,4,0
83,625,5,0
83,626,6,0
83,118,7,1
83,627,8,0
84,628,1,0
84,629,2,0
84,630,3,0
84,631,4,0
84,632,5,0
84,633,6,1
84,634,7,0
84,635,8,0
85,632,1,0
85,636,2,0
85,637,3,0
85,638,4,0
85,639,5,0
85,640,6,1
85,641,7,0
85,383,8,0
86,642,1,0
86,643,2,1
86,644,3,0
86,645,4,0
86,646,5,0
86,647,6,0
86,648,7,0
86,649,8,0
87,650,1,0
87,651,2,0
87,652,3,0
87,653,4,0
87,654,5,0
87,655,6,0
87,298,7,0
87,656,8,1
88,657,1,0
88,658,2,0
88,659,3,0
88,597,4,0
88,660,5,0
88,661,6,0
88,662,7,0
88,663,8,1
89,664,1,0
89,665,2,0
89,666,3,0
89,667,4,1
89,668,5,0
89,669,6,0
89,670,7,0
89,671,8,0
90,672,1,0
90,673,2,0
90,674,3,0
90,675,4,0
90,424,5,1
90,676,6,0
90,677,7,0
90,364,8,0
91,678,1,0
91,679,2,0
91,680,3,0
91,681,4,0
91,682,5,0
91,588,6,0
91,683,7,0
91,684,8,1
92,685,1,1
92,686,2,0
92,687,3,0
92,688,4,0
92,689,5,0
92,690,6,0
92,691,7,0
92,348,8,0
93,692,1,1
93,693,2,0
93,694,3,0
93,695,4,0
93,696,5,0
93,697,6,0
93,698,7,0
93,699,8,0
94,700,1,0
94,701,2,0
94,116,3,0
94,702,4,0
94,703,5,0
94,514,6,0
94,704,7,0
94,705,8,1
95,706,1,0
95,707,2,1
95,708,3,0
95,709,4,0
95,710,5,0
95,711,6,0
95,712,7,0
95,713,8,0
96,714,1,0
96,715,2,0
96,27,3,0
96,716,4,0
96,717,5,0
96,718,6,1
96,719,7,0
96,720,8,0
97,721,1,1
97,722,2,0
97,723,3,0
97,724,4,0
97,725,5,0
97,726,6,0
97,727,7,0
97,728,8,0
98,729,1,0
98,730,2,0
98,731,3,1
98,732,4,0
98,733,5,0
98,734,6,0
98,735,7,0
98,736,8,0
99,737,1,1
99,110,2,0
99,738,3,0
99,739,4,0
99,740,5,0
99,741,6,0
99,742,7,0
99,743,8,0
100,744,1,0
100,745,2,0
100,746,3,0
100,747,4,0
100,748,5,1
100,749,6,0
100,750,7,0
100,91,8,0
101,751,1,0
101,752,2,0
101,753,3,1
101,754,4,0
101,387,5,0
101,755,6,0
101,102,7,0
101,756,8,0
102,757,1,0
102,758,2,0
102,759,3,0
102,760,4,0
102,761,5,0
102,378,6,1
102,762,7,0
102,763,8,0
103,764,1,1
103,765,2,0
103,766,3,0
103,767,4,0
103,768,5,0
103,524,6,0
103,769,7,0
103,158,8,0
104,770,1,0
104,771,2,0
104,772,3,0
104,27,4,0
104,422,5,0
104,773,6,1
104,774,7,0
104,775,8,0
105,776,1,0
105,343,2,0
105,777,3,0
105,778,4,0
105,779,5,1
105,780,6,0
105,781,7,0
105,782,8,0
106,783,1,1
106,784,2,0
106,777,3,0
106,785,4,0
106,786,5,0
106,787,6,0
106,788,7,0
106,789,8,0
107,790,1,0
107,791,2,0
107,792,3,1
107,793,4,0
107,794,5,0
107,795,6,0
107,796,7,0
107,797,8,0
108,798,1,0
108,180,2,0
108,799,3,0
108,800,4,0
108,801,5,0
108,802,6,0
108,803,7,0
108,804,8,1
109,805,1,0
109,806,2,0
109,807,3,1
109,808,4,0
109,809,5,0
109,810,6,0
109,811,7,0
109,812,8,0
110,158,1,1
110,813,2,0
110,814,3,0
110,635,4,0
110,815,5,0
110,433,6,0
110,816,7,0
110,817,8,0
111,818,1,0
111,819,2,0
111,632,3,0
111,820,4,0
111,821,5,0
111,822,6,0
111,823,7,0
111,824,8,1
112,825,1,0
112,826,2,0
112,827,3,0
112,828,4,0
112,829,5,0
112,348,6,0
112,830,7,0
112,831,8,1
113,832,1,0
113,833,2,0
113,834,3,0
113,12,4,0
113,835,5,0
113,836,6,0
113,837,7,1
113,838,8,0
114,839,1,0
114,840,2,0
114,841,3,0
114,842,4,0
114,843,5,0
114,844,6,0
114,845,7,1
114,846,8,0
115,847,1,0
115,848,2,0
115,849,3,0
115,850,4,0
115,851,5,0
115,852,6,0
115,853,7,0
115,854,8,1
116,855,1,1
116,856,2,0
116,857,3,0
116,858,4,0
116,859,5,0
116,860,6,0
116,861,7,0
116,862,8,0
117,863,1,0
117,864,2,0
117,865,3,0
117,866,4,0
117,867,5,0
117,868,6,0
117,869,7,1
117,870,8,0
118,871,1,0
118,872,2,0
118,873,3,0
118,874,4,0
118,875,5,0
118,876,6,0
118,108,7,0
118,877,8,1
119,878,1,1
119,879,2,0
119,880,3,0
119,805,4,0
119,545,5,0
119,881,6,0
119,882,7,0
119,883,8,0
120,884,1,1
120,885,2,0
120,886,3,0
120,887,4,0
120,888,5,0
120,541,6,0
120,889,7,0
120,133,8,0
121,890,1,0
121,891,2,0
121,892,3,0
121,893,4,1
121,894,5,0
121,895,6,0
121,896,7,0
121,897,8,0
122,859,1,0
122,258,2,0
122,898,3,0
122,899,4,0
122,327,5,1
122,900,6,0
122,901,7,0
122,902,8,0
123,903,1,0
123,904,2,1
123,905,3,0
123,906,4,0
123,907,5,0
123,908,6,0
123,909,7,0
123,910,8,0
124,911,1,0
124,912,2,0
124,913,3,0
124,914,4,0
124,915,5,0
124,916,6,0
124,815,7,1
124,917,8,0
125,911,1,0
125,918,2,0
125,913,3,0
125,919,4,0
125,920,5,0
125,921,6,0
125,922,7,0
125,405,8,1
126,923,1,0
126,924,2,0
126,925,3,1
126,926,4,0
126,153,5,0
126,927,6,0
126,928,7,0
126,929,8,0
127,930,1,0
127,931,2,1
127,195,3,0
127,932,4,0
127,780,5,0
127,635,6,0
127,933,7,0
127,893,8,0
128,30,1,0
128,934,2,0
128,935,3,1
128,936,4,0
128,937,5,0
128,938,6,0
128,939,7,0
128,940,8,0
129,941,1,0
129,942,2,0
129,943,3,1
129,944,4,0
129,945,5,0
129,946,6,0
129,947,7,0
129,948,8,0
130,949,1,0
130,950,2,0
130,951,3,0
130,121,4,0
130,952,5,0
130,953,6,0
130,954,7,0
130,955,8,1
131,603,1,0
131,956,2,0
131,957,3,0
131,958,4,0
131,959,5,0
131,960,6,0
131,961,7,0
131,338,8,1
132,962,1,0
132,963,2,0
132,456,3,0
132,964,4,0
132,949,5,0
132,965,6,0
132,966,7,0
132,542,8,1
133,967,1,0
133,574,2,1
133,968,3,0
133,969,4,0
133,970,5,0
133,336,6,0
133,971,7,0
133,542,8,0
134,972,1,0
134,973,2,1
134,974,3,0
134,975,4,0
134,976,5,0
134,977,6,0
134,978,7,0
134,979,8,0
135,980,1,1
135,981,2,0
135,982,3,0
135,983,4,0
135,984,5,0
135,985,6,0
135,986,7,0
135,987,8,0
136,981,1,0
136,988,2,0
136,989,3,0
136,990,4,0
136,991,5,0
136,854,6,1
136,992,7,0
136,993,8,0
137,994,1,0
137,995,2,0
137,996,3,0
137,997,4,0
137,998,5,0
137,999,6,0
137,1000,7,0
137,1001,8,1
138,1002,1,0
138,1003,2,0
138,1004,3,0
138,1001,4,0
138,1005,5,0
138,999,6,0
138,996,7,0
138,1006,8,0
139,1007,1,0
139,1008,2,0
139,1009,3,0
139,1010,4,0
139,1011,5,1
139,1012,6,0
139,1013,7,0
139,1014,8,0
140,1015,1,0
140,1016,2,0
140,1017,3,0
140,1018,4,0
140,1019,5,0
140,405,6,0
140,1020,7,1
140,1021,8,0
141,1022,1,0
141,1023,2,0
141,1024,3,0
141,1025,4,0
141,1026,5,0
141,1027,6,1
141,1028,7,0
141,1029,8,0
142,1030,1,0
142,1031,2,0
142,1032,3,1
142,1033,4,0
142,1034,5,0
142,1035,6,0
142,1036,7,0
142,1037,8,0
143,1038,1,1
143,1039,2,0
143,1040,3,0
143,1041,4,0
143,1042,5,0
143,1043,6,0
143,1044,7,0
143,1045,8,0
144,944,1,0
144,1046,2,0
144,1047,3,1
144,1048,4,0
144,563,5,0
144,1049,6,0
144,1050,7,0
144,1051,8,0
145,180,1,0
145,1052,2,0
145,1053,3,0
145,1054,4,0
145,1055,5,0
145,330,6,0
145,1056,7,0
145,1057,8,1
146,1058,1,0
146,1059,2,0
146,702,3,1
146,1060,4,0
146,761,5,0
146,73,6,0
146,1061,7,0
146,1062,8,0
147,1063,1,0
147,981,2,0
147,1064,3,0
147,1065,4,0
147,1066,5,0
147,1067,6,1
147,1068,7,0
147,1069,8,0
148,761,1,0
148,1070,2,0
148,1071,3,0
148,1072,4,0
148,1073,5,0
148,1074,6,0
148,1075,7,0
148,1076,8,1
149,1077,1,0
149,1078,2,0
149,1079,3,0
149,1080,4,0
149,1081,5,0
149,1082,6,0
149,1083,7,1
149,1084,8,0
150,1085,1,0
150,1086,2,0
150,678,3,0
150,1087,4,0
150,1088,5,0
150,1089,6,0
150,1090,7,0
150,1091,8,1
151,1092,1,0
151,711,2,0
151,1093,3,0
151,1094,4,0
151,1095,5,0
151,1096,6,0
151,1097,7,0
151,432,8,0
152,1098,1,0
152,1099,2,0
152,1100,3,0
152,1101,4,0
152,1102,5,0
152,1103,6,1
152,366,7,0
152,1104,8,0
153,1105,1,0
153,1106,2,0
153,538,3,0
153,1107,4,1
153,1108,5,0
153,1109,6,0
153,1110,7,0
153,991,8,0
154,1111,1,1
154,1112,2,0
154,1113,3,0
154,1114,4,0
154,1115,5,0
154,1116,6,0
154,1117,7,0
154,1118,8,0
155,1119,1,0
155,1120,2,0
155,1121,3,0
155,1122,4,0
155,1123,5,0
155,1124,6,0
155,1125,7,1
155,1126,8,0
156,1127,1,0
156,1128,2,0
156,1129,3,1
156,1130,4,0
156,1131,5,0
156,1132,6,0
156,1133,7,0
156,1134,8,0
157,1135,1,0
157,1136,2,1
157,1137,3,0
157,1138,4,0
157,1139,5,0
157,1140,6,0
157,1141,7,0
157,1142,8,0
158,1143,1,0
158,1144,2,0
158,1145,3,0
158,1146,4,0
158,1147,5,0
158,1148,6,0
158,1126,7,1
158,1149,8,0
159,1150,1,0
159,1151,2,0
159,1152,3,0
159,1153,4,0
159,1154,5,0
159,1155,6,0
159,1156,7,0
159,1157,8,1
160,1158,1,0
160,1159,2,0
160,1160,3,1
160,1161,4,0
160,1162,5,0
160,1163,6,0
160,1164,7,0
160,1165,8,0
161,1166,1,0
161,1167,2,0
161,1168,3,0
161,1169,4,0
161,1170,5,0
161,1171,6,1
161,1172,7,0
161,1173,8,0
162,1174,1,0
162,1175,2,0
162,1176,3,0
162,836,4,0
162,330,5,0
162,1177,6,0
162,1178,7,0
162,1179,8,1
163,1180,1,0
163,1181,2,0
163,1182,3,0
163,1183,4,0
163,1090,5,1
163,1184,6,0
163,1185,7,0
163,1186,8,0
164,1187,1,0
164,1188,2,0
164,1189,3,0
164,1190,4,0
164,599,5,1
164,1191,6,0
164,1192,7,0
164,1193,8,0
165,1194,1,0
165,1195,2,0
165,1196,3,0
165,1197,4,0
165,1198,5,0
165,1199,6,0
165,1200,7,0
165,145,8,1
166,1201,1,0
166,1202,2,0
166,1203,3,0
166,1204,4,1
166,1205,5,0
166,1206,6,0
166,1207,7,0
166,1208,8,0
167,1209,1,0
167,1210,2,0
167,1130,3,0
167,1211,4,0
167,914,5,0
167,1212,6,0
167,1213,7,0
167,1214,8,1
168,1215,1,0
168,1216,2,0
168,1217,3,1
168,1218,4,0
168,1219,5,0
168,1220,6,0
168,1221,7,0
168,1222,8,0
169,1223,1,0
169,1224,2,1
169,1225,3,0
169,1226,4,0
169,1227,5,0
169,1228,6,0
169,1229,7,0
169,1230,8,0
170,1231,1,0
170,1232,2,0
170,1233,3,0
170,1234,4,0
170,1235,5,0
170,1236,6,0
170,1237,7,0
170,1238,8,1
171,1239,1,0
171,1240,2,0
171,1241,3,0
171,1242,4,0
171,1243,5,1
171,1244,6,0
171,1245,7,0
171,1246,8,0
172,1247,1,0
172,1248,2,0
172,1249,3,0
172,1250,4,1
172,1251,5,0
172,1252,6,0
172,545,7,0
172,1253,8,0
173,1254,1,0
173,1255,2,0
173,1256,3,0
173,1257,4,0
173,974,5,0
173,1258,6,1
173,1259,7,0
173,1260,8,0
174,1261,1,1
174,1262,2,0
174,1263,3,0
174,1264,4,0
174,809,5,0
174,1265,6,0
174,1266,7,0
174,1267,8,0
175,1268,1,0
175,1269,2,0
175,1270,3,0
175,1271,4,0
175,467,5,0
175,1272,6,0
175,465,7,1
175,718,8,0
176,1273,1,0
176,1274,2,0
176,1275,3,0
176,1276,4,0
176,1277,5,0
176,1278,6,0
176,1279,7,1
176,1280,8,0
177,1281,1,1
177,1282,2,0
177,1283,3,0
177,1284,4,0
177,1285,5,0
177,1286,6,0
177,1287,7,0
177,1157,8,0
178,1288,1,0
178,1289,2,0
178,1290,3,0
178,1291,4,0
178,1292,5,0
178,1293,6,1
178,1294,7,0
178,1295,8,0
179,513,1,0
179,1296,2,0
179,1248,3,0
179,1297,4,0
179,873,5,0
179,1298,6,0
179,1299,7,0
179,1300,8,1
180,1301,1,0
180,1302,2,0
180,1303,3,0
180,1304,4,0
180,991,5,0
180,1305,6,0
180,1306,7,1
180,1307,8,0
181,1308,1,0
181,1309,2,1
181,1310,3,0
181,1311,4,0
181,1312,5,0
181,1313,6,0
181,1314,7,0
181,513,8,0
182,1315,1,1
182,1316,2,0
182,1317,3,0
182,1318,4,0
182,1319,5,0
182,1320,6,0
182,1321,7,0
182,1322,8,0
183,1323,1,0
183,1324,2,0
183,1325,3,0
183,1326,4,0
183,1327,5,1
183,1328,6,0
183,1329,7,0
183,1330,8,0
184,1331,1,0
184,1332,2,0
184,1333,3,0
184,1334,4,0
184,1009,5,0
184,1335,6,0
184,1336,7,1
184,1337,8,0
185,1338,1,0
185,1339,2,0
185,1340,3,0
185,1341,4,1
185,1342,5,0
185,1343,6,0
185,1344,7,0
185,1345,8,0
186,711,1,0
186,1346,2,0
186,405,3,0
186,1347,4,0
186,1348,5,0
186,1349,6,0
186,1350,7,0
186,17,8,1
187,1351,1,0
187,1352,2,0
187,1353,3,0
187,1354,4,0
187,102,5,1
187,1355,6,0
187,1356,7,0
187,1357,8,0
188,1358,1,0
188,1359,2,0
188,156,3,0
188,836,4,0
188,465,5,0
188,378,6,1
188,764,7,0
188,1360,8,0
189,335,1,0
189,1361,2,1
189,1362,3,0
189,1363,4,0
189,1364,5,0
189,1365,6,0
189,1366,7,0
189,1367,8,0
190,821,1,0
190,1368,2,0
190,1369,3,0
190,1370,4,1
190,1371,5,0
190,1372,6,0
190,1373,7,0
190,1374,8,0
191,1375,1,0
191,1376,2,0
191,1377,3,0
191,1378,4,0
191,1379,5,0
191,625,6,1
191,1380,7,0
191,1368,8,0
192,1381,1,0
192,1382,2,1
192,1383,3,0
192,1384,4,0
192,1385,5,0
192,1386,6,0
192,1387,7,0
192,1388,8,0
193,1389,1,0
193,1390,2,0
193,1391,3,0
193,1392,4,0
193,1393,5,0
193,805,6,0
193,1394,7,0
193,1395,8,1
194,1396,1,0
194,1397,2,0
194,1398,3,0
194,1399,4,0
194,1400,5,0
194,1401,6,1
194,354,7,0
194,1402,8,0
195,1403,1,1
195,1404,2,0
195,1405,3,0
195,1406,4,0
195,1407,5,0
195,1408,6,0
195,1409,7,0
195,1410,8,0
196,432,1,0
196,1411,2,0
196,1412,3,0
196,1413,4,1
196,1414,5,0
196,1415,6,0
196,338,7,0
196,1416,8,0
197,399,1,0
197,1417,2,0
197,1418,3,0
197,1419,4,0
197,1420,5,0
197,1421,6,0
197,1422,7,1
197,1423,8,0
198,1424,1,0
198,1425,2,0
198,1426,3,0
198,1427,4,0
198,1428,5,0
198,1429,6,0
198,1153,7,0
198,322,8,1
199,1430,1,0
199,1431,2,0
199,1432,3,0
199,1433,4,0
199,1434,5,1
199,1435,6,0
199,1436,7,0
199,1437,8,0
200,1438,1,0
200,1439,2,0
200,1440,3,0
200,1441,4,0
200,1442,5,0
200,1443,6,0
200,1444,7,0
200,1445,8,0
201,1446,1,0
201,1447,2,0
201,1448,3,0
201,1449,4,0
201,1450,5,0
201,1451,6,1
201,1452,7,0
201,1453,8,0
202,1454,1,0
202,1455,2,0
202,1456,3,0
202,1457,4,0
202,1458,5,0
202,1459,6,0
202,1460,7,0
202,1461,8,1
203,1374,1,1
203,1462,2,0
203,1463,3,0
203,1464,4,0
203,1465,5,0
203,1466,6,0
203,1467,7,0
203,1468,8,0
204,989,1,0
204,1469,2,0
204,1470,3,0
204,1471,4,0
204,1472,5,0
204,332,6,0
204,1473,7,0
204,1474,8,1
205,1475,1,0
205,1476,2,0
205,1477,3,0
205,1478,4,0
205,1479,5,1
205,1480,6,0
205,794,7,0
205,1481,8,0
206,1482,1,0
206,931,2,0
206,1483,3,0
206,1484,4,1
206,1485,5,0
206,1486,6,0
206,1487,7,0
206,1488,8,0
207,1489,1,0
207,1010,2,1
207,1490,3,0
207,1491,4,0
207,399,5,0
207,383,6,0
207,1492,7,0
207,1493,8,0
208,1494,1,0
208,1039,2,0
208,321,3,0
208,1374,4,1
208,1495,5,0
208,1496,6,0
208,1497,7,0
208,1498,8,0
209,1494,1,0
209,1039,2,0
209,1499,3,0
209,1500,4,0
209,1495,5,0
209,1501,6,0
209,1502,7,0
209,1374,8,1
210,268,1,0
210,597,2,0
210,1503,3,1
210,943,4,0
210,1504,5,0
210,926,6,0
210,1505,7,0
210,1506,8,0
211,1507,1,0
211,558,2,0
211,1508,3,0
211,1509,4,0
211,102,5,0
211,1510,6,0
