195,A widow's cruse filled with whisky
196,Four-poster bed
197,Cannabis seeds
198,Cello
199,Tea in abundance
200,Enormous cookery book
201,"Painting kit (easel, oils, brushes)"
202,Jar of Vegemite
203,Shampoo
204,Peanuts and treats to tame animals and birds
205,The Barnes Collection (paintings)
206,Triple-folding screen and personal photographs
207,"Dark room, film and camera"
208,Make-up kit
209,An endless team of Man Fridays!
210,Her piano
211,A very large set of solar-powered hair rollers
212,Hot lemon flannels (as provided in Chinese restaurants)
213,Madame Rochas scent
214,Television set
215,Tapestry to make
216,Pen from Aspreys with attached magnifying glass
217,"Plain paper, plastic folders and ballpoint pens"
218,A supply of embroidery
219,Laptop computer
220,Unlimited supply of A4 white paper  cartridges for fountain pen
221,Toilet bag full of skin-barrier creams
222,A gilabra (cloak of gold)
223,Mouth organ
224,A case of Krug champagne
225,Watercolours for painting
226,A bed and white Egyptian sheets
227,Samson tobacco and liquorice Rizla papers
228,Case of Evian water filled with champagne
229,Large Victorian bath with claw feet
230,Flower press
231,"Waterproof pens, paper and folders"
232,Magic carpet
233,Large Chippendale mirror
234,Inexhaustible supply of laundered Swiss lawn handkerchiefs
235,Tightrope
236,Radio 4's Today programme
237,Paper and pencils
238,Personal pouch with a silver lion in it
239,Mace of the House of Commons
240,Very big photograph album on a wheeling table
241,Game of Scrabble with paper and pencil
242,"Tennis wall, balls and racket"
243,Chocolate
244,"A still (to distill berries, etc. into drink)"
245,"Tennis court, balls, racket and wall"
246,"Pad, felt pens and biros"
247,Film - The Commitments
248,A comfortable chair
249,Masaccio Frescos in the Brancacci Chapel
250,Multi-lingual dictionary
251,A huge tapestry kit
252,Triangular pillow
253,Supply of fine Havana cigars
254,Swimming pool of champagne
255,Mouth organ with instructions
256,Expensive perfumed hand cream
257,Daughter's painting
258,Large filing cabinet full of A4 paper  pens
259,Large Swiss Army knife
260,Do-it-yourself solar-powered kit
261,Bath with solar-heated water and bubble bath
262,An everlasting bottle of sleeping pills
263,Box of seeds
264,Crochet needles and wool
265,Crown jewels (so someone will look for her)
266,Photo of mother
267,Typewriter
268,Writing materials and a Union flag
269,Hair pieces
270,Large box of marrons glaces
271,Set of wood-carving tools
272,Computer
273,Photograph album
274,"A bed, netted from snakes and flies"
275,Jeroboam of champagne
276,Supply of cocoa butter and hat
277,Tape recorder
278,Denis Healey or large double bed with pillows
279,Lamp with solar batteries
280,"Papers, pencils, paints"
281,Soft pillow
282,Binoculars
283,"Watercolour paints, brushes and paper"
284,Curling tongs
285,Large bottle of sun tan oil and moisturiser
286,Amazonian rain maker
287,Aircraft carrier (to decorate)
288,Cleansing milk
289,Insect repellent
290,Case of champagne
291,Bag of wild flower seed
292,Solar-powered word processer
293,Guitar
294,Cold cream
295,Hot spices
296,Manicure set and nail varnish
297,Mona Lisa
298,Six feet of English hedgerow
299,Bed
300,Baked beans
301,Madge Allsop
302,Large bottle of toilet water
303,Skin food
304,Comfortable bed with pillows and sheets
305,Little rosebush
306,"Needles, cotton and material"
307,Hot bath with extra tap for cold champagne
308,Photograph of children
309,Her first dress worn on stage
310,Manicure set
311,Loofah
312,Make-up table
313,Iron and ironing board
314,Telephone
315,Bicycle
316,Four poster bed
317,Stuffed dog
318,Stereoscope with slides of her family
319,Pillow
320,Photograph of family
321,Never-ending supply of smoked salmon
322,Stradivarius violin
323,Bathroom with lots of full cupboards
324,Hairbrush
325,A parking meter  caravan
326,Artist's equipment
327,"Photograph album of family, friends and pets"
328,Buddha statue
329,Whiskey
330,Wine - Chateau Margaux 1961
331,Windsurfer
332,Mosquito coils and an apple pip
333,Cat
334,"King-size, brass bed with a feather mattress"
335,Writer's kit
336,Blank paper
337,"Garlic, chocolate and wine"
338,Union Jack
339,Flowers delivered daily by bottle
340,Painting materials
341,"Sketchbook, pens and pencils"
342,Silk garment
343,Lipsticks
344,Piano with bath salts
345,"Statue of Madonna and child, 17th century"
346,Eau de Cologne
347,Silk underwear
348,Writing Materials
349,"Razor and shaving soap, a video player with a tape of Laurel  Hardy, wine and a violin"
350,Coffee and espresso machine
351,Doll's house
352,Television set with satellite link-up
353,Teddy bear
354,Oriental rug
355,Castanets
356,Dresden
357,"Water colours, brushes and paper"
358,Scrabble
359,Chocolates
360,Camera and film
361,Perrier Water
362,Eyelash curlers
363,Sunglasses
364,French Shampoo
365,Tennis practice equipment
366,Wine
367,Champagne
368,Silver shadow Rolls Royce
369,Mother's ormolu clock
370,"Strong, wooden armchair"
371,Cooking knives
372,Mixed flower seeds
373,Michelangelo's David
374,Large basket of sugared almonds
375,"Canvases, brushes and paint"
376,Wine from own vineyard
377,Flower seeds
378,Sistine Chapel in the Vatican
379,Sun tan lotion
380,The Taj Mahal
381,Box of spices
382,Mink-lined hammock
383,German white wine
384,Selection of herbs
385,"Camille Pissarro, On the Banks of the Marne"
386,"The Nike of Samothrace, in the Louvre"
387,Indian tea
388,Photo album of her children
389,"Bath with hot water, soap and towels"
390,"Typewriter, spare ribbons and paper"
391,Whisky and ginger ale
392,Wool and a crochet hook
393,Supply of gentlemen's relish
394,Oil painting equipment
395,Fresh-water shower
396,Exercise books and ballpoint pens
397,Oils and a comb
398,Little marble Buddha
399,A picture of all her loved ones
400,"Scissors, needles and thread"
401,Armchair
402,Lapsang Souchong tea
403,Ballet picture by Degas
404,Picture called Summer Arangments by Nikolsky
405,Champagne  dress
406,Tapestry-making kit
407,Bath salts
408,Tea
409,A soap that kills mosquitoes
410,Notebooks and pens
411,Beauty products
412,Rolls Royce
413,Rose cutting and some English soil
414,Portrait of her husband
415,Radio receiver
416,Drawing and writing materials
417,Group photograph of friends
418,Pair of field glasses
419,Cards
420,Small photographic darkroom
421,Tranquillizers
422,Electric blanket
423,Dogs
424,Score of Mozart's The Magic Flute
425,Gold bracelet called The Lion of Judah
426,"Comb, manicure set, etc"
427,Soap
428,Box of oddments from her dressing table
429,Brandy
430,Accordian
431,Duvet
432,Pair of binoculars
433,Oil-painting equipment
434,Family photograph
435,Sun-barrier cream and a straw hat
436,Spy-glass
437,"Typewriter, paper and a hostess gown"
438,Cookham Resurrection by Sir Stanley Spencer
439,Constable landscape
440,Seeds
441,Dart board and darts of different weights
442,Hot water and bath oil
443,Canvas and tapestry tools
444,English pub
445,Queen Mary's dolls' house
446,"Forty yards of flowered chintz, a needle  cotton"
447,Make-up box
448,Prawn cocktails
449,Toothbrushes
450,Vegetable garden
451,Tahitian language course
452,Knitting needles and wool
453,An excerpt from the BBC recording Just William
454,Parasol
455,"Velasquez, The Maids of Honour, in the Prado"
456,Painting by her husband of their son
457,Bath with a hot-water system
458,Umbrella
459,Stamp album
460,Bathroom suite
461,String of pearls
462,Writing and painting materials
463,Clue to buried treasure
464,Barrel of lipstick
465,Lipstick
466,Ukelele
467,Cosmetics
468,Painting equipment
469,Writing and sketching materials
470,"Billiard table, cue and balls"
471,Parrot
472,"Bag of pillows, in which she will smuggle in her dog"
473,"Make-up set, mirror and comb"
474,Alabaster cherub
475,Knitting wool and needles
476,Two Chinese figures of musicians
477,Ivory ball
478,Sycamore trees
479,Full-length mirror
480,Michelangelo's Pieta
481,"Painting, or a 16th-century patch box"
482,Complete works of Shakespeare
483,The Beatles new colour television show
484,Mink coat
485,Golf clubs and balls
486,Mattress
487,French silk-lined leather gloves
488,Parsley
489,Tobacco seeds
490,Spices and Herbs
491,Field glasses
492,Bath with hot water
493,Onion plants
494,Foam rubber mattress and mosquito net
495,Etruscan frieze of horses
496,Indian painting showing the Crucifixion
497,Library
498,Face and hand creams
499,Piece of sculpture
500,The Albert Memorial
501,False eyelashes
502,Silver box
503,Skin-diver's mask
504,Mementoes box
505,Telescope
506,Her portrait by Augustus John
507,Coffee and condensed milk
508,Photographs
509,Toothbrush
510,Suntan lotion
511,Make-up
512,Swedish crossword puzzles
513,Looking glass
514,Mobile from the Museum of Modern Art
515,Van Eyck's Adoration of the Immaculate Lamb
516,Her commonplace book
517,Flower Seeds and an armchair
518,Reproduction of Renoir's The Picnic
519,Photograph and recording of family
520,Sable coat
521,Family photographs and a tape recorder
522,Sun-tan oil
523,Painting by Rembrandt in the National Gallery
524,"Rolls-Royce, water skis and a piano"
525,Pairs of spectacles
526,Unbreakable spectacles
527,Insecticide
528,Painting by Renoir
529,Paintbox
530,Carved stone head of a Chinese philosopher
531,Blue-green silk robe with packets of flower seeds in the pockets
532,Tapestry-making materials
533,Mink stole
534,Painting by Gauguin
535,Sun-bathing oil
536,Framed Ronald Searle drawings
537,Playing cards
538,Language-teaching records for all languages
539,Soil and rose bushes
540,"Paper, pencils and paints"
541,Astronomical telescope
542,"Jewelled gold statuette of St George and the Dragon from the Schatzkammer, Munich"
543,Wooden statue of St Florian
544,Painting of London to be commissioned from Graham Sutherland
545,Kaleidoscope
546,Frogwoman's outfit
547,Complete glamour outfit
548,Photograph of Battersea Power Station
549,Case of avocado pears
550,Artists' materials
551,Writing paper and pencils
552,Clock
553,Handbag with contents
554,Encyclopaedia
555,Sunburn lotion
556,Beach ball
557,Gardenia bush
558,Box of make-up
559,Girl Guide camp bed
560,Photo of wife
561,Circus Horses by Toulouse-Lautrec
562,Box of paints
563,Mascot
564,St Christopher medal
565,Bejewelled golden comb
566,Mink sleeping bag
567,Embroidery workbox
568,Expensive jewellery
569,Comb
570,Cross
571,Cigarettes
572,Lucky charm
573,Still for making poteen
574,Picture by Cezanne or a bed
575,Blue vase
576,El Medico oil painting by Goya
577,Garlic
578,A robotic sex doll
579,A huge stack of white paper and pencils
580,An easy chair
581,A football
582,A Bontempi keyboard
583,a piano
584,Calligraphy materials
585,Watercolour paints and paper
586,"Bottles, pens and paper"
587,Radio-cassette player and language tapes
588,Vodka
589,A coffee machine
590,Two enormous casks of Chateau Margaux
591,"Cricket bat, ball and stumps"
592,A laminated photo of his family
593,Young lady in profile 1495 - De Predis
594,Greek sculpture of a female head
595,His saxophone
596,A Victorian bath and hot water
597,McLaren SLR car with petrol
598,A dozen bottles of Vidal Sassoon hair shampoo
599,Piece of sculpture by Baracal
600,An inexhaustible supply of tea and a kettle
601,Electric Guitar
602,My blue suede shoes
603,Luxury mattress and pillow
604,Set of golf clubs and balls
605,His own drum kit
606,A grand piano
607,A basic word processor
608,Piano with music
609,A mirror
610,Golf clubs
611,Marmite
612,Never ending supply of pressed shirts and trousers
613,A set of watercolours and an endless supply of  paper
614,A Sand Wedge  endless golf balls for playing golf
615,Two established vines and a tin bath to make wine
616,My own &#x2018;Amazing pair of binoculars&#x2019;
617,A miniature still  with a little ice-making machine attached to it to make dry martinis.
618,A nightly fragrant bath
619,An indoor golf driving range
620,a tandem bike with wooden models of his family at the front
621,Two feathered pillows
622,Stash of cigarettes
623,A drum kit
624,Kiln
625,Bucket and Spade
626,Fishing rod
627,Solar-powered espresso machine
628,Surfboard
629,Football
630,Ukulele
631,Espresso machine
632,A ferris wheel
633,A pillow
634,Sand wedge and golf ball
635,Acoustic guitar
636,Lip balm
637,Merlot grapevine
638,My 49-year-old double bed.
639,A solar DVD player loaded with the seven series of the West Wing
640,A large bed with fifty per cent goose down and fifty per cent feather pillows.
641,A piano and guide to playing it
642,A comfy bed with lots of pillows
643,A power shower with white fluffy towels and constant hot water.
644,San Pellegrino water on tap
645,A cheeseburger machine
646,A picture of the Clifton Suspension Bridge
647,Large supply of moleskin sketch books
648,Fully-restored Morris Minor Traveller with wooden detail
649,A large 18th-century picture
650,Full set of Scuba gear
651,DVDs of sitcoms and DVD player
652,Brass microscope
653,A synthesiser to make up my own music.
654,Very big box of chocolates including nougat
655,My cricket bat
656,My paints
657,No.7 Meccano outfit
658,"A wicket, cricket bat, net, an endless supply of balls and a bowling machine that can be set to replicate the style of any bowler"
659,A proper orthopaedic cushion
660,A gun
661,His clarinet and an unlimited supply of reeds
662,Good wine
663,A communications receiver (receiving only)
664,An Aston Martin car
665,"Lots of paper, pencil and pencil sharpener"
666,A bottle of chilled Sancerre for every night
667,Two hundred cases of vintage wine
668,My own trumpet
669,A mouth organ with instruction book
670,A magic wine cellar which never runs out
671,A wall to kick a football against
672,A solar computer loaded with pictures of my family and friends
673,Well stocked bar  fridge
674,A good piano
675,Grand piano
676,Sketch book with lots of pencils
677,White truffles
678,A &#x2018;magic&#x2019; pudding and a drink
679,A pack of cards
680,A happy photograph of the whole family including the latest grandchildren
681,Ice-cold vanilla vodka and tonics
682,Tenor saxophone
683,A mini DVD player
684,Cloudy Bay Sauvignon Blanc from the Marlborough district of New Zealand
685,"A collection of drawing books, pencils and varnish"
686,Havana cigars
687,"A microscope, equipment and a stack of notebooks"
688,Good toiletries for my bath
689,A ceramic bowl from the village of Istalif in Afghanistan
690,Italian coffee machine and grinder
691,A cello
692,A settee to sit on
693,World&#x2019;s Biggest Church Organ
694,"A huge, huge photo album of friends"
695,Vaporiser
696,Snorkelling gear
697,Portable radio with an endless supply of batteries
698,A hammock
699,Digital radio
700,DB9 car
701,A very long stainless steel shaft to encourage pole-dancing mermaids!
702,Endless supply of Mojitos
703,"Can of Beluga caviar, spoon and tin opener"
704,Collection of Times crosswords
705,A comfortable bed
706,Daily Araucaria crossword
707,Vat of novocaine - a non-addictive pain-killer
708,A set of Uillean pipes
709,A combined heat and power micro-unit
710,Collage of photos of family and friends
711,A guitar with a guide to playing it
712,A bar with two discs for weight training
713,A video of a day in the life of his family
714,Lots of toilet roll
715,His own long-handled spoon to make dressings
716,Loads of really good pens and paper
717,Writing pad and pencils
718,DVD projector and DVDs
719,A banjo
720,Time machine
721,"Fountain pen, ink and paper"
722,Supplies of pen and paper
723,Selection of pictures
724,An espresso coffee machine with coffee
725,Favourite London restaurant
726,Water hammock
727,Cellar of champagne
728,A keyboard
729,Trumpet
730,Japanese knives
731,A violin
732,Arches watercolour paper
733,My children's pillows
734,A didgeridoo belonging to his late son Eddie.
735,Pinball machine (traditional American one)
736,Hendrickje Bathing by Rembrandt
737,A lifetime's supply of great cigars
738,Helicopter
739,A Cannondale Bike
740,Virtual sherry trifle
741,A crate of Scottish whisky
742,Video or pictorial book of '100 examples of excellence'
743,A piano with a mattress
744,One of his wheat-free loaves
745,Mobile phone
746,"Mont Blanc pen, nibs and spiral squared notebooks"
747,Painting Materials
748,Rizla liquorice papers
749,Lifetime's supply of Pinot Grigio
750,Velasquez's Las Meninas
751,Viola
752,A case of selected malt whiskies
753,His guitar
754,Sunday papers
755,Paper and felt-tipped pens
756,Potato crisps
757,A solar hot water system
758,A pair of swimming goggles with prescription lenses
759,Large pot of French mustard
760,Own pillow
761,Big supply of caviar
762,A solar-powered buggy
763,All-purpose prosthetic arm
764,Champagne (the best possible)
765,Car fitted with a telescope
766,A trip around my island on Concorde
767,A handmade pair of shoes
768,Howard Hodgkin's painting Learning About Russian Music
769,A spade
770,Bunch of canvases with oils and brushes
771,A bed with a mosquito net
772,His beloved billiard table and a shed to keep it in
773,"His mysterious object (An object found by his father that, as yet, no-one can identify)"
774,Vermeer Painting - The Piano Lesson.
775,Chess set with a problem book
776,A full-size billiard table with Radio 4 built into each of the legs
777,Billiard table with snooker balls and cue
778,A box of plastic straws to fiddle with
779,Fly-fishing rod
780,"Hot and cold running water, bath tub and bath oil"
781,Copper plate engravings of  Durer&#x2019;s Passion
782,Music manuscript paper and pens
783,Canvas roll containing dissecting set
784,Razor
785,A gollock
786,Case of Havana rum
787,A saxophone
788,A rug made by the Baluch people from Afghanistan
789,Sun lounger with canopy to protect him from the sun
790,Set of golf clubs and an endless supply of balls
791,My computer
792,Spotted Dick with Lyon&#x2019;s syrup
793,Shaving kit
794,A guitar
795,Set of golf clubs
796,Snorkel
797,Snorkel mask
798,A drink-making machine
799,A hot shower and some soap
800,Cricket bag
801,Sketchpad and felt pens to design
802,A six inch nail
803,Mirror
804,My boat - but not to escape
805,Waterslide
806,"Triptych, May - June 1973 by Francis Bacon"
807,A magic flute
808,Boxed set of blues harps (harmonicas) and instruction book
809,Videos of cricket matches
810,Express coffee machine with coffee beans
811,Large bath with a constant supply of hot water
812,A subscription to the Guardian newspaper for one year
813,A painting by his wife
814,Own set of golf clubs and balls
815,Skin so Soft - Avon
816,RIBA drawings collection
817,Personal photo album
818,A jukebox
819,Jet ski
820,V  A Museum
821,CD player
822,An accordion
823,Zippo Lighter
824,An mp3 player (iPod)
825,Millenium Centre in Cardiff
826,A kitchen
827,Modern mini brewery
828,A steamer chair
829,A hammock from Hermes
830,"A piano or, failing that, for comfort a tin of condensed milk  tin opener"
831,Solar-powered radio
832,Radio
833,An acoustic Martin D.35 guitar
834,"Pencils, paper and watercolours"
835,Potato seeds
836,Case of Opus One wine
837,An anchored yacht
838,A photo of his wife and all of his children
839,Kingsize cigarette
840,A flat water kayak suitable for rough water
841,A bass guitar
842,A cappuccino maker
843,Oil paints
844,The Blue Nude by Justin Deranyagala
845,A chess computer
846,A solar powered computer with a secret compartment containing a white powder
847,"A Jar of Apricots, by Chardin"
848,His own guitar: the Red Special
849,A box of watercolours
850,A sloping lawn
851,A nucleus of bees
852,A set of mixed Greek and Roman coinage
853,"A Steinway model D piano, specially conditioned to deal with all weathers"
854,Two and half miles of the Hampshire Chalk Stream
855,A fresh vanilla pod
856,Isle of Lewis chess set from The British Museum
857,Big roll of paper
858,Celestial and terrestrial globes
859,Chromatic Harmonica
860,Leatherman - like a Swiss army knife but more substantial
861,Solar-powered Magimix
862,Dojo
863,Entire cellar of a great collector of French wine
864,Banjo
865,Electrical device to heat shaving foam
866,Bethsheba by Rembrandt
867,Cassette recorder and cassettes
868,Molecular engineering laboratory - to construct a &#x2018;dog&#x2019;
869,A huge jar of liquorice
870,Video player with cassettes of old movies
871,Mister Trumper&#x2019;s aftershave
872,A barrel of Adnam&#x2019;s Ale brewed in Suffolk
873,Pack of cards
874,Airbrush computer graphics set
875,A pair of  binoculars
876,A small painting called the Head of a Girl by Michael Sweerts
877,"Unlimited supply of paper, paints, pencils"
878,1939 edition tenor saxophone
879,Renaissance casket with a selection of 15th  16th century Italian drawings in it
880,The microscope used to examine the lineage of the roundworm
881,A lucky sixpence
882,Lots of paper with pens
883,Lots and lots of chocolate
884,Big photo album of friends and family
885,A huge supply of Indian tea with a Worcester tea pot
886,Solar-powered piano
887,Drumsticks
888,A down pillow
889,Newspaper
890,Velasquez painting of old lady frying eggs
891,Bath
892,Marble bath with constant hot water
893,A wind-up radio
894,Whisky
895,An orrary - an electronic toy for looking at the sky
896,A huge supply of Chardonnay
897,Little bottle of aftershave
898,A drumkit
899,My bathroom
900,Syndicate whisky
901,An accountancy course
902,Pot of stew with two dumplings
903,Motor car and petrol
904,19-note piano
905,Solar-powered laptop
906,Watercolour paint box (plus brush and pad)
907,Cyanide tablet (if he can&#x2019;t have a tower and telescope or a full-size snooker table)
908,Vibraphone
909,Skis
910,Case of really good vintage wine
911,Karaoke piano
912,Space invaders
913,Comfortable armchair/desk
914,"2,000 soft loo rolls"
915,Self-operated nuclear strike force
916,His piano
917,A windsurfer
918,Glue
919,Silk pyjamas
920,Laptop computer with poker game software
921,St John&#x2019;s Wort
922,Waterbed
923,Nose hair trimmer
924,Snorkel and mask
925,Italian leather hand-stitched hiking boots
926,Herb garden
927,Inflatable rubber woman
928,Cherry tree
929,A toilet
930,His memory
931,Organ (from the Royal Albert Hall)
932,Junk yard
933,Pen and limited supplies of ink and paper
934,Chisel for sculpting
935,Two tape recorders
936,Thai fish sauce
937,Self-contained eternal electric fan
938,Winning post from Cheltenham race course
939,Tin whistle
940,A virtual reality London Symphony Orchestra so he can conduct it
941,Olive Oil
942,Power Book G3 (laptop computer)
943,Magnifying glass
944,Digital TV
945,Books delivered to the island on a regular basis
946,Film: Oh Mister Porter
947,Radio (for football results)
948,Virtual reality module
949,Painting of his family by Aurelio
950,An endless supply of ice-cream
951,A huge supply of ouzo
952,If a hot island - a huge bottle of suntan lotion and if a cold island - a pillow
953,Pizza Express in Notting Hill
954,"Basket ball and hoop, and a little hard standing"
955,Wind-up video player
956,"The Black Prince Steam Locomotive, canvases and oil paint"
957,Clarinet
958,French-speaking man robot
959,"Cricket bat signed by &#x2018;the three Ws&#x2019; - Sir Frank Warrel, Everton Weeks and Clive Walcot"
960,Cello and music for Bach&#x2019;s cello suites
961,Cigars
962,Marble four-poster bed
963,Saxophone
964,Chisels
965,Clay for making sculpture
966,Bundle of prunings from a good vineyard so he can plant his own vines
967,Lute and strings
968,King&#x2019;s College Chapel
969,Mirror (for company)
970,Gravity chair
971,Mrs Thatcher pickled in a Damien Hurst sculpture
972,Sketch pad and paints
973,Jar of Marmite
974,Croquet lawn
975,A box of lenses
976,Solar-powered Apple Mac
977,A Collection Of Landscape Pictures
978,Collapsible concrete model of Broadcasting House
979,Laptop Computer
980,6mm 36 inch circular knitting needle with a point at each end
981,Bottle Of Calvados
982,Lavatory and lavatory paper
983,Samuel Palmer's painting Moonlit Landscape
984,Front Seat Of A Porsche
985,A sand wedge golf club and a crate of golf balls
986,Law of the land (so he could break it)
987,Beer and a cigarette machine
988,Harmonica
989,Cocoa
990,A Jefferson reclining chair
991,Case of Black Label and Dom Perignon
992,A gym
993,Cement and tools to build a folly
994,"A pair of green, insulated Leica binoculars 8 X 20"
995,Cantona's Manchester United football shirt
996,The Chrysler Building
997,Earl Grey tea
998,Michael Palin - stuffed
999,Life-sized model of Margaret Thatcher and a baseball bat
1000,Cable Television
1001,Mixing Desk - Solar Powered
1002,Glass And Tools To Make A Telescope
1003,Sand iron (golf club)
1004,The British Museum
1005,Northumbrian pipes
1006,"Solar-powered internet (to receive, not send)"
1007,An endless supply of A4 paper and 4B pencils
1008,"The cellar from Trinity College, Cambridge"
1009,Potter's wheel
1010,Marijuana seeds
1011,A pair of scissors
1012,TV  satellite to watch Test matches
1013,Daily newspapers
1014,Paints and canvas
1015,Tennis ball machine and racket
1016,Writing equipment
1017,Haemorrhoid ointment
1018,An electric keyboard
1019,Clavichord
1020,Snooker table
1021,Fountain pen and paper
1022,Video recorder
1023,Virtual-reality headset
1024,"Silken tent (for luxury, not survival)"
1025,Vintage Krug Champagne (endless supply)
1026,Hammock
1027,Scarf given to him by the Dalai Lama
1028,Colin Cowdrey's bowling machine
1029,Large harmonica
1030,Computer and an empty bottle
1031,Havana cigars and matches
1032,Romney's portrait of Lady Hamilton
1033,Supply of handkerchiefs
1034,Faberge egg
1035,Swiss army knife
1036,A set of golf clubs
1037,Case of 'Talisker' whisky
1038,Fibreglass sculling boat
1039,Computer (solar-powered)
1040,A complete carpenter's toolbox
1041,Mayonnaise - permanent supply
1042,Vanity case including metal mirror and shaving kit
1043,Ice-cream maker (especially for rum and raisin flavour)
1044,Radio 4's The Archers - all the recordings from the beginning
