226;|A Bed And White Egyptian Sheets|
227;|Samson Tobacco And Liquorice Rizla Papers|
228;|Case Of Evian Water Filled With Champagne|
229;|Large Victorian Bath With Claw Feet|
230;|Flower Press|
231;|Waterproof Pens, Paper And Folders|
232;|Magic Carpet|
233;|Large Chippendale Mirror|
234;|Inexhaustible Supply Of Laundered Swiss Lawn Handkerchiefs|
235;|Tightrope|
236;|Radio 4's Today Programme|
238;|Personal Pouch With A Silver Lion In It|
239;|Mace Of The House Of Commons|
240;|Very Big Photograph Album On A Wheeling Table|
241;|Game Of Scrabble With Paper And Pencil|
242;|Tennis Wall, Balls And Racket|
243;|Chocolate|
244;|A Still (to Distill Berries, Etc. Into Drink)|
245;|Tennis Court, Balls, Racket And Wall|
246;|Pad, Felt Pens And Biros|
247;|Film - The Commitments|
248;|A Comfortable Chair|
249;|Masaccio Frescos In The Brancacci Chapel|
250;|Multi-lingual Dictionary|
251;|A Huge Tapestry Kit|
252;|Triangular Pillow|
253;|Supply Of Fine Havana Cigars|
254;|Swimming Pool Of Champagne|
255;|Mouth Organ With Instructions|
256;|Expensive Perfumed Hand Cream|
257;|Daughter's Painting|
258;|Large Filing Cabinet Full Of A4 Paper Pens|
259;|Large Swiss Army Knife|
260;|Do-it-yourself Solar-powered Kit|
261;|Bath With Solar-heated Water And Bubble Bath|
262;|An Everlasting Bottle Of Sleeping Pills|
263;|Box Of Seeds|
264;|Crochet Needles And Wool|
265;|Crown Jewels (so Someone Will Look For Her)|
266;|Photo Of Mother|
267;|Typewriter|
268;|Writing Materials And A Union Flag|
269;|Hair Pieces|
270;|Large Box Of Marrons Glaces|
271;|Set Of Wood-carving Tools|
272;|Computer|
273;|Photograph Album|
274;|A Bed, Netted From Snakes And Flies|
275;|Jeroboam Of Champagne|
276;|Supply Of Cocoa Butter And Hat|
277;|Tape Recorder|
278;|Denis Healey Or Large Double Bed With Pillows|
279;|Lamp With Solar Batteries|
280;|Papers, Pencils, Paints|
281;|Soft Pillow|
282;|Binoculars|
283;|Watercolour Paints, Brushes And Paper|
284;|Curling Tongs|
285;|Large Bottle Of Sun Tan Oil And Moisturiser|
286;|Amazonian Rain Maker|
287;|Aircraft Carrier (to Decorate)|
288;|Cleansing Milk|
289;|Insect Repellent|
290;|Case Of Champagne|
291;|Bag Of Wild Flower Seed|
292;|Solar-powered Word Processer|
293;|Guitar|
294;|Cold Cream|
295;|Hot Spices|
296;|Manicure Set And Nail Varnish|
297;|Mona Lisa|
298;|Six Feet Of English Hedgerow|
299;|Bed|
300;|Baked Beans|
301;|Madge Allsop|
302;|Large Bottle Of Toilet Water|
303;|Skin Food|
304;|Comfortable Bed With Pillows And Sheets|
305;|Little Rosebush|
306;|Needles, Cotton And Material|
307;|Hot Bath With Extra Tap For Cold Champagne|
308;|Photograph Of Children|
309;|Her First Dress Worn On Stage|
310;|Manicure Set|
311;|Loofah|
312;|Make-up Table|
313;|Iron And Ironing Board|
314;|Telephone|
315;|Bicycle|
317;|Stuffed Dog|
318;|Stereoscope With Slides Of Her Family|
319;|Pillow|
320;|Photograph Of Family|
321;|Never-ending Supply Of Smoked Salmon|
322;|Stradivarius Violin|
323;|Bathroom With Lots Of Full Cupboards|
324;|Hairbrush|
325;|A Parking Meter Caravan|
326;|Artist's Equipment|
327;|Photograph Album Of Family, Friends And Pets|
328;|Buddha Statue|
329;|Whiskey|
330;|Wine - Chateau Margaux 1961|
331;|Windsurfer|
332;|Mosquito Coils And An Apple Pip|
333;|Cat|
334;|King-size, Brass Bed With A Feather Mattress|
335;|Writer's Kit|
336;|Blank Paper|
337;|Garlic, Chocolate And Wine|
338;|Union Jack|
339;|Flowers Delivered Daily By Bottle|
340;|Painting Materials|
341;|Sketchbook, Pens And Pencils|
342;|Silk Garment|
343;|Lipsticks|
344;|Piano With Bath Salts|
345;|Statue Of Madonna And Child, 17th Century|
346;|Eau De Cologne|
347;|Silk Underwear|
348;|Razor And Shaving Soap, A Video Player With A Tape Of Laurel Hardy, Wine And A Violin|
349;|Coffee And Espresso Machine|
350;|Doll's House|
351;|Television Set With Satellite Link-up|
352;|Teddy Bear|
353;|Oriental Rug|
354;|Castanets|
355;|Dresden|
356;|Water Colours, Brushes And Paper|
357;|Scrabble|
358;|Chocolates|
359;|Camera And Film|
360;|Perrier Water|
361;|Eyelash Curlers|
362;|Sunglasses|
363;|French Shampoo|
364;|Tennis Practice Equipment|
365;|Wine|
366;|Champagne|
367;|Silver Shadow Rolls Royce|
368;|Mother's Ormolu Clock|
369;|Strong, Wooden Armchair|
370;|Cooking Knives|
371;|Mixed Flower Seeds|
372;|Michelangelo's David|
373;|Large Basket Of Sugared Almonds|
374;|Canvases, Brushes And Paint|
375;|Wine From Own Vineyard|
376;|Flower Seeds|
377;|Sistine Chapel In The Vatican|
378;|Sun Tan Lotion|
379;|The Taj Mahal|
380;|Box Of Spices|
381;|Mink-lined Hammock|
382;|German White Wine|
383;|Selection Of Herbs|
384;|Camille Pissarro, On The Banks Of The Marne|
385;|The Nike Of Samothrace, In The Louvre|
386;|Indian Tea|
387;|Photo Album Of Her Children|
388;|Bath With Hot Water, Soap And Towels|
389;|Typewriter, Spare Ribbons And Paper|
390;|Whisky And Ginger Ale|
391;|Wool And A Crochet Hook|
392;|Supply Of Gentlemen's Relish|
393;|Oil Painting Equipment|
394;|Fresh-water Shower|
395;|Exercise Books And Ballpoint Pens|
396;|Oils And A Comb|
397;|Little Marble Buddha|
398;|A Picture Of All Her Loved Ones|
399;|Scissors, Needles And Thread|
400;|Armchair|
401;|Lapsang Souchong Tea|
402;|Ballet Picture By Degas|
403;|Picture Called Summer Arangments By Nikolsky|
404;|Champagne Dress|
406;|Bath Salts|
407;|Tea|
408;|A Soap That Kills Mosquitoes|
409;|Notebooks And Pens|
410;|Beauty Products|
411;|Rolls Royce|
412;|Rose Cutting And Some English Soil|
413;|Portrait Of Her Husband|
414;|Radio Receiver|
415;|Drawing And Writing Materials|
416;|Group Photograph Of Friends|
417;|Pair Of Field Glasses|
418;|Cards|
419;|Small Photographic Darkroom|
420;|Tranquillizers|
421;|Electric Blanket|
422;|Dogs|
423;|Score Of Mozart's The Magic Flute|
424;|Gold Bracelet Called The Lion Of Judah|
425;|Comb, Manicure Set, Etc|
426;|Soap|
427;|Box Of Oddments From Her Dressing Table|
428;|Brandy|
429;|Accordian|
430;|Duvet|
431;|Pair Of Binoculars|
433;|Family Photograph|
434;|Sun-barrier Cream And A Straw Hat|
435;|Spy-glass|
436;|Typewriter, Paper And A Hostess Gown|
437;|Cookham Resurrection By Sir Stanley Spencer|
438;|Constable Landscape|
439;|Seeds|
440;|Dart Board And Darts Of Different Weights|
441;|Hot Water And Bath Oil|
442;|Canvas And Tapestry Tools|
443;|English Pub|
444;|Queen Mary's Dolls' House|
445;|Forty Yards Of Flowered Chintz, A Needle Cotton|
446;|Make-up Box|
447;|Prawn Cocktails|
448;|Toothbrushes|
449;|Vegetable Garden|
450;|Tahitian Language Course|
451;|Knitting Needles And Wool|
452;|An Excerpt From The Bbc Recording Just William|
453;|Parasol|
454;|Velasquez, The Maids Of Honour, In The Prado|
455;|Painting By Her Husband Of Their Son|
456;|Bath With A Hot-water System|
457;|Umbrella|
458;|Stamp Album|
459;|Bathroom Suite|
460;|String Of Pearls|
461;|Writing And Painting Materials|
462;|Clue To Buried Treasure|
463;|Barrel Of Lipstick|
464;|Lipstick|
466;|Cosmetics|
467;|Painting Equipment|
468;|Writing And Sketching Materials|
469;|Billiard Table, Cue And Balls|
470;|Parrot|
471;|Bag Of Pillows, In Which She Will Smuggle In Her Dog|
472;|Make-up Set, Mirror And Comb|
473;|Alabaster Cherub|
475;|Two Chinese Figures Of Musicians|
476;|Ivory Ball|
477;|Sycamore Trees|
478;|Full-length Mirror|
479;|Michelangelo's Pieta|
480;|Painting, Or A 16th-century Patch Box|
481;|Complete Works Of Shakespeare|
482;|The Beatles New Colour Television Show|
483;|Mink Coat|
484;|Golf Clubs And Balls|
485;|Mattress|
486;|French Silk-lined Leather Gloves|
487;|Parsley|
488;|Tobacco Seeds|
489;|Spices And Herbs|
490;|Field Glasses|
491;|Bath With Hot Water|
492;|Onion Plants|
493;|Foam Rubber Mattress And Mosquito Net|
494;|Etruscan Frieze Of Horses|
495;|Indian Painting Showing The Crucifixion|
496;|Library|
497;|Face And Hand Creams|
498;|Piece Of Sculpture|
499;|The Albert Memorial|
500;|False Eyelashes|
501;|Silver Box|
502;|Skin-diver's Mask|
503;|Mementoes Box|
504;|Telescope|
505;|Her Portrait By Augustus John|
506;|Coffee And Condensed Milk|
507;|Photographs|
508;|Toothbrush|
510;|Make-up|
511;|Swedish Crossword Puzzles|
512;|Looking Glass|
513;|Mobile From The Museum Of Modern Art|
514;|Van Eyck's Adoration Of The Immaculate Lamb|
515;|Her Commonplace Book|
516;|Flower Seeds And An Armchair|
517;|Reproduction Of Renoir's The Picnic|
518;|Photograph And Recording Of Family|
519;|Sable Coat|
520;|Family Photographs And A Tape Recorder|
521;|Sun-tan Oil|
522;|Painting By Rembrandt In The National Gallery|
523;|Rolls-royce, Water Skis And A Piano|
524;|Pairs Of Spectacles|
525;|Unbreakable Spectacles|
526;|Insecticide|
527;|Painting By Renoir|
528;|Paintbox|
529;|Carved Stone Head Of A Chinese Philosopher|
530;|Blue-green Silk Robe With Packets Of Flower Seeds In The Pockets|
531;|Tapestry-making Materials|
532;|Mink Stole|
533;|Painting By Gauguin|
534;|Sun-bathing Oil|
535;|Framed Ronald Searle Drawings|
536;|Playing Cards|
537;|Language-teaching Records For All Languages|
538;|Soil And Rose Bushes|
539;|Paper, Pencils And Paints|
540;|Astronomical Telescope|
541;|Jewelled Gold Statuette Of St George And The Dragon From The Schatzkammer, Munich|
542;|Wooden Statue Of St Florian|
543;|Painting Of London To Be Commissioned From Graham Sutherland|
544;|Kaleidoscope|
545;|Frogwoman's Outfit|
546;|Complete Glamour Outfit|
547;|Photograph Of Battersea Power Station|
548;|Case Of Avocado Pears|
549;|Artists' Materials|
550;|Writing Paper And Pencils|
551;|Clock|
552;|Handbag With Contents|
553;|Encyclopaedia|
554;|Sunburn Lotion|
555;|Beach Ball|
556;|Gardenia Bush|
557;|Box Of Make-up|
558;|Girl Guide Camp Bed|
559;|Photo Of Wife|
560;|Circus Horses By Toulouse-lautrec|
561;|Box Of Paints|
562;|Mascot|
563;|St Christopher Medal|
564;|Bejewelled Golden Comb|
565;|Mink Sleeping Bag|
566;|Embroidery Workbox|
567;|Expensive Jewellery|
568;|Comb|
569;|Cross|
570;|Cigarettes|
571;|Lucky Charm|
572;|Still For Making Poteen|
573;|Picture By Cezanne Or A Bed|
574;|Blue Vase|
575;|El Medico Oil Painting By Goya|
576;|Garlic|
577;|A Robotic Sex Doll|
578;|A Huge Stack Of White Paper And Pencils|
579;|An Easy Chair|
580;|A Football|
581;|A Bontempi Keyboard|
582;|Calligraphy Materials|
583;|Watercolour Paints And Paper|
584;|Bottles, Pens And Paper|
585;|Radio-cassette Player And Language Tapes|
586;|Vodka|
587;|A Coffee Machine|
588;|Two Enormous Casks Of Chateau Margaux|
589;|Cricket Bat, Ball And Stumps|
590;|A Laminated Photo Of His Family|
591;|Young Lady In Profile 1495 - De Predis|
592;|Greek Sculpture Of A Female Head|
593;|His Saxophone|
594;|A Victorian Bath And Hot Water|
595;|Mclaren Slr Car With Petrol|
596;|A Dozen Bottles Of Vidal Sassoon Hair Shampoo|
597;|Piece Of Sculpture By Baracal|
598;|An Inexhaustible Supply Of Tea And A Kettle|
599;|Electric Guitar|
600;|My Blue Suede Shoes|
601;|Luxury Mattress And Pillow|
602;|Set Of Golf Clubs And Balls|
603;|His Own Drum Kit|
604;|A Grand Piano|
605;|A Basic Word Processor|
606;|Piano With Music|
607;|A Mirror|
608;|Golf Clubs|
609;|Marmite|
610;|Never Ending Supply Of Pressed Shirts And Trousers|
611;|A Set Of Watercolours And An Endless Supply Of Paper|
612;|A Sand Wedge Endless Golf Balls For Playing Golf|
613;|Two Established Vines And A Tin Bath To Make Wine|
614;|My Own 'amazing Pair Of Binoculars'|
615;|A Miniature Still With A Little Ice-making Machine Attached To It To Make Dry Martinis.|
616;|A Nightly Fragrant Bath|
617;|An Indoor Golf Driving Range|
618;|A Tandem Bike With Wooden Models Of His Family At The Front|
619;|Two Feathered Pillows|
620;|Stash Of Cigarettes|
621;|A Drum Kit|
622;|Kiln|
623;|Bucket And Spade|
624;|Fishing Rod|
625;|Solar-powered Espresso Machine|
626;|Surfboard|
627;|Football|
628;|Ukulele|
629;|Espresso Machine|
630;|A Ferris Wheel|
631;|A Pillow|
632;|Sand Wedge And Golf Ball|
633;|Acoustic Guitar|
634;|Lip Balm|
635;|Merlot Grapevine|
636;|My 49-year-old Double Bed.|
637;|A Solar Dvd Player Loaded With The Seven Series Of The West Wing|
638;|A Large Bed With Fifty Per Cent Goose Down And Fifty Per Cent Feather Pillows.|
639;|A Piano And Guide To Playing It|
640;|A Comfy Bed With Lots Of Pillows|
641;|A Power Shower With White Fluffy Towels And Constant Hot Water.|
642;|San Pellegrino Water On Tap|
643;|A Cheeseburger Machine|
644;|A Picture Of The Clifton Suspension Bridge|
645;|Large Supply Of Moleskin Sketch Books|
646;|Fully-restored Morris Minor Traveller With Wooden Detail|
647;|A Large 18th-century Picture|
648;|Full Set Of Scuba Gear|
649;|Dvds Of Sitcoms And Dvd Player|
650;|Brass Microscope|
651;|A Synthesiser To Make Up My Own Music.|
652;|Very Big Box Of Chocolates Including Nougat|
653;|My Cricket Bat|
654;|My Paints|
655;|No.7 Meccano Outfit|
656;|A Wicket, Cricket Bat, Net, An Endless Supply Of Balls And A Bowling Machine That Can Be Set To Replicate The Style Of Any Bowler|
657;|A Proper Orthopaedic Cushion|
658;|A Gun|
659;|His Clarinet And An Unlimited Supply Of Reeds|
660;|Good Wine|
661;|A Communications Receiver (receiving Only)|
662;|An Aston Martin Car|
663;|Lots Of Paper, Pencil And Pencil Sharpener|
664;|A Bottle Of Chilled Sancerre For Every Night|
665;|Two Hundred Cases Of Vintage Wine|
666;|My Own Trumpet|
667;|A Mouth Organ With Instruction Book|
668;|A Magic Wine Cellar Which Never Runs Out|
669;|A Wall To Kick A Football Against|
670;|A Solar Computer Loaded With Pictures Of My Family And Friends|
671;|Well Stocked Bar Fridge|
672;|A Good Piano|
673;|Grand Piano|
674;|Sketch Book With Lots Of Pencils|
675;|White Truffles|
676;|A 'magic' Pudding And A Drink|
677;|A Pack Of Cards|
678;|A Happy Photograph Of The Whole Family Including The Latest Grandchildren|
679;|Ice-cold Vanilla Vodka And Tonics|
680;|Tenor Saxophone|
681;|A Mini Dvd Player|
682;|Cloudy Bay Sauvignon Blanc From The Marlborough District Of New Zealand|
683;|A Collection Of Drawing Books, Pencils And Varnish|
684;|Havana Cigars|
685;|A Microscope, Equipment And A Stack Of Notebooks|
686;|Good Toiletries For My Bath|
687;|A Ceramic Bowl From The Village Of Istalif In Afghanistan|
688;|Italian Coffee Machine And Grinder|
689;|A Cello|
690;|A Settee To Sit On|
691;|World's Biggest Church Organ|
692;|A Huge, Huge Photo Album Of Friends|
693;|Vaporiser|
694;|Snorkelling Gear|
695;|Portable Radio With An Endless Supply Of Batteries|
696;|A Hammock|
697;|Digital Radio|
698;|Db9 Car|
699;|A Very Long Stainless Steel Shaft To Encourage Pole-dancing Mermaids!|
700;|Endless Supply Of Mojitos|
701;|Can Of Beluga Caviar, Spoon And Tin Opener|
702;|Collection Of Times Crosswords|
703;|A Comfortable Bed|
704;|Daily Araucaria Crossword|
705;|Vat Of Novocaine - A Non-addictive Pain-killer|
706;|A Set Of Uillean Pipes|
707;|A Combined Heat And Power Micro-unit|
708;|Collage Of Photos Of Family And Friends|
709;|A Guitar With A Guide To Playing It|
710;|A Bar With Two Discs For Weight Training|
711;|A Video Of A Day In The Life Of His Family|
712;|Lots Of Toilet Roll|
713;|His Own Long-handled Spoon To Make Dressings|
714;|Loads Of Really Good Pens And Paper|
715;|Writing Pad And Pencils|
716;|Dvd Projector And Dvds|
717;|A Banjo|
718;|Time Machine|
719;|Fountain Pen, Ink And Paper|
720;|Supplies Of Pen And Paper|
721;|Selection Of Pictures|
722;|An Espresso Coffee Machine With Coffee|
723;|Favourite London Restaurant|
724;|Water Hammock|
725;|Cellar Of Champagne|
726;|A Keyboard|
727;|Trumpet|
728;|Japanese Knives|
729;|A Violin|
730;|Arches Watercolour Paper|
731;|My Children's Pillows|
732;|A Didgeridoo Belonging To His Late Son Eddie.|
733;|Pinball Machine (traditional American One)|
734;|Hendrickje Bathing By Rembrandt|
735;|A Lifetime's Supply Of Great Cigars|
736;|Helicopter|
737;|A Cannondale Bike|
738;|Virtual Sherry Trifle|
739;|A Crate Of Scottish Whisky|
740;|Video Or Pictorial Book Of '100 Examples Of Excellence'|
741;|A Piano With A Mattress|
742;|One Of His Wheat-free Loaves|
743;|Mobile Phone|
744;|Mont Blanc Pen, Nibs And Spiral Squared Notebooks|
745;|Rizla Liquorice Papers|
746;|Lifetime's Supply Of Pinot Grigio|
747;|Velasquez's Las Meninas|
748;|Viola|
749;|A Case Of Selected Malt Whiskies|
750;|His Guitar|
751;|Sunday Papers|
752;|Paper And Felt-tipped Pens|
753;|Potato Crisps|
754;|A Solar Hot Water System|
755;|A Pair Of Swimming Goggles With Prescription Lenses|
756;|Large Pot Of French Mustard|
757;|Own Pillow|
758;|Big Supply Of Caviar|
759;|A Solar-powered Buggy|
760;|All-purpose Prosthetic Arm|
761;|Champagne (the Best Possible)|
762;|Car Fitted With A Telescope|
763;|A Trip Around My Island On Concorde|
764;|A Handmade Pair Of Shoes|
765;|Howard Hodgkin's Painting Learning About Russian Music|
766;|A Spade|
767;|Bunch Of Canvases With Oils And Brushes|
768;|A Bed With A Mosquito Net|
769;|His Beloved Billiard Table And A Shed To Keep It In|
770;|His Mysterious Object (an Object Found By His Father That, As Yet, No-one Can Identify)|
771;|Vermeer Painting - The Piano Lesson.|
772;|Chess Set With A Problem Book|
773;|A Full-size Billiard Table With Radio 4 Built Into Each Of The Legs|
774;|Billiard Table With Snooker Balls And Cue|
775;|A Box Of Plastic Straws To Fiddle With|
776;|Fly-fishing Rod|
777;|Hot And Cold Running Water, Bath Tub And Bath Oil|
778;|Copper Plate Engravings Of Durer's Passion|
779;|Music Manuscript Paper And Pens|
780;|Canvas Roll Containing Dissecting Set|
781;|Razor|
782;|A Gollock|
783;|Case Of Havana Rum|
784;|A Saxophone|
785;|A Rug Made By The Baluch People From Afghanistan|
786;|Sun Lounger With Canopy To Protect Him From The Sun|
787;|Set Of Golf Clubs And An Endless Supply Of Balls|
788;|My Computer|
789;|Spotted Dick With Lyon's Syrup|
790;|Shaving Kit|
791;|A Guitar|
792;|Set Of Golf Clubs|
793;|Snorkel|
794;|Snorkel Mask|
795;|A Drink-making Machine|
796;|A Hot Shower And Some Soap|
797;|Cricket Bag|
798;|Sketchpad And Felt Pens To Design|
799;|A Six Inch Nail|
800;|Mirror|
801;|My Boat - But Not To Escape|
802;|Waterslide|
803;|Triptych, May - June 1973 By Francis Bacon|
804;|A Magic Flute|
805;|Boxed Set Of Blues Harps (harmonicas) And Instruction Book|
806;|Videos Of Cricket Matches|
807;|Express Coffee Machine With Coffee Beans|
808;|Large Bath With A Constant Supply Of Hot Water|
809;|A Subscription To The Guardian Newspaper For One Year|
810;|A Painting By His Wife|
811;|Own Set Of Golf Clubs And Balls|
812;|Skin So Soft - Avon|
813;|Riba Drawings Collection|
814;|Personal Photo Album|
815;|A Jukebox|
816;|Jet Ski|
817;|V A Museum|
818;|Cd Player|
819;|An Accordion|
820;|Zippo Lighter|
821;|An Mp3 Player (ipod)|
822;|Millenium Centre In Cardiff|
823;|A Kitchen|
824;|Modern Mini Brewery|
825;|A Steamer Chair|
826;|A Hammock From Hermes|
