356;309;1;|Sun 19 Jul 1987|;|Athlete, Equestrian|
357;310;80;|Sun 12 Jul 1987|;|Actor, Singer|
358;311;317;|Sun 15 Mar 1987|;|British actor|
359;311;318;|Mon 23 Jan 1956|;|British actor|
360;312;319;|Sun 25 Jan 1987|;|Campaigner|
361;313;320;|Sun 07 Dec 1986|;|Novelist|
362;314;80;|Sun 21 Sep 1986|;|Actor, Singer-songwriter|
363;315;125;|Sun 17 Aug 1986|;|British actor|
364;316;321;|Sun 10 Aug 1986|;|Olympic equestrian|
365;317;322;|Sun 29 Jun 1986|;|Violinist|
366;318;323;|Sun 30 Mar 1986|;|Conductor|
367;319;324;|Sun 23 Feb 1986|;|Journalist, Presenter|
368;320;325;|Sun 19 Jan 1986|;|Actor, Broadcaster|
369;321;326;|Sat 11 May 1985|;|South African actor|
370;322;327;|Sat 06 Apr 1985|;|Medium|
371;323;314;|Sat 09 Mar 1985|;|Academic, Novelist|
372;324;328;|Sat 09 Feb 1985|;|Singer|
373;325;314;|Sat 02 Feb 1985|;|British actor|
374;326;329;|Sat 26 Jan 1985|;|Actor, Broadcaster, Cookery writer|
375;327;80;|Sat 08 Sep 1984|;|Novelist|
376;328;330;|Sat 21 Jul 1984|;|Ballerina|
377;329;331;|Sat 05 May 1984|;|Opera singer - soprano|
378;330;332;|Sat 14 Apr 1984|;|Explorer, Writer|
379;331;333;|Sat 28 Jan 1984|;|Member of the Royal Family|
380;332;334;|Sat 07 Jan 1984|;|Actor, Singer|
381;333;335;|Sat 31 Dec 1983|;|Novelist|
382;334;336;|Sat 05 Nov 1983|;|American actor, Singer|
383;335;337;|Sat 22 Oct 1983|;|Opera singer - soprano|
384;336;338;|Sat 08 Oct 1983|;|Actor, Writer|
385;337;339;|Sat 01 Oct 1983|;|Writer, Painter|
386;338;54;|Sat 10 Sep 1983|;|Romantoc novelist|
387;339;340;|Sat 18 Jun 1983|;|Writer, Painter|
388;340;341;|Sat 12 Feb 1983|;|Fashion designer|
389;341;342;|Sat 05 Feb 1983|;|British actor|
390;341;343;|Mon 24 Jun 1963|;|British actor|
391;342;344;|Sat 22 Jan 1983|;|Opera singer - soprano|
392;343;345;|Sat 15 Jan 1983|;|Inspiration for The Sound of Music|
393;344;105;|Sat 01 Jan 1983|;|Writer|
394;345;105;|Sat 25 Dec 1982|;|Musical theatre actor|
395;345;346;|Fri 17 Sep 1954|;|American actor, Singer|
396;346;347;|Sat 27 Nov 1982|;|British actor|
397;347;105;|Sat 13 Nov 1982|;|Novelist|
398;348;348;|Sat 09 Oct 1982|;|Members of the London Philharmonic Orchestra|
399;349;349;|Sat 04 Sep 1982|;|British screen actor|
400;349;1;|Tue 16 Aug 1955|;|British screen actor|
401;350;125;|Sat 07 Aug 1982|;|Opera singer - mezzo-soprano|
402;350;350;|Mon 27 May 1968|;|Opera singer - mezzo-soprano|
403;351;351;|Sat 17 Jul 1982|;|Not the Nine O'Clock News performer|
404;352;105;|Sat 05 Jun 1982|;|Cookery writer|
405;353;80;|Sat 22 May 1982|;|Actor, Singer|
406;354;352;|Sat 08 May 1982|;|Opera singer - soprano|
407;355;353;|Sat 01 May 1982|;|Railway Children actor|
408;356;293;|Sat 24 Apr 1982|;|Historical novelist|
409;357;340;|Sat 10 Apr 1982|;|British actor|
410;358;354;|Sat 06 Mar 1982|;|Opera singer - soprano|
411;358;355;|Mon 16 Jul 1956|;|Opera singer - soprano|
412;359;356;|Sat 16 Jan 1982|;|Television broadcaster|
413;360;357;|Sat 19 Dec 1981|;|American author|
414;361;358;|Sat 21 Nov 1981|;|50s Hollywod film star|
415;361;105;|Mon 21 Aug 1961|;|50s Hollywood film star|
416;362;359;|Sat 17 Oct 1981|;|Writer|
417;363;360;|Sat 12 Sep 1981|;|Opera singer - soprano|
418;364;361;|Sat 11 Jul 1981|;|Director, Choreographer|
419;365;314;|Sat 04 Jul 1981|;|American silent film actor|
420;366;319;|Sat 18 Apr 1981|;|Member of Monaco Royal Family, Actor|
421;367;362;|Sat 28 Mar 1981|;|Ballerina|
422;368;363;|Sat 28 Feb 1981|;|Writer, Comedian|
423;369;364;|Sat 07 Feb 1981|;|Singer|
424;370;80;|Sat 17 Jan 1981|;|Member of the Royal Family|
425;371;365;|Sat 15 Nov 1980|;|Writer, Archaeologist|
426;372;80;|Sat 25 Oct 1980|;|Novelist|
427;373;366;|Sat 27 Sep 1980|;|Novelist, TV writer|
428;374;367;|Sat 30 Aug 1980|;|Opera singer - soprano|
429;375;368;|Sat 28 Jun 1980|;|Broadcaster, Dog trainer|
430;376;80;|Sat 10 May 1980|;|American actor|
431;377;369;|Sat 05 Apr 1980|;|Salvation Army commissioner|
432;378;279;|Sat 22 Mar 1980|;|Horticulturalist|
433;379;370;|Sat 08 Mar 1980|;|Opera singer - soprano|
434;380;125;|Sat 01 Mar 1980|;|British actor|
435;381;371;|Sat 29 Dec 1979|;|Violinist|
436;382;299;|Sat 08 Dec 1979|;|Opera singer - soprano|
437;383;372;|Sat 13 Oct 1979|;|Musician, Soprano|
438;384;373;|Sat 29 Sep 1979|;|Poet, Entertainer|
439;385;374;|Sat 08 Sep 1979|;|Portrait painter|
440;386;375;|Sat 28 Jul 1979|;|Pianist|
441;386;376;|Mon 07 Oct 1957|;|Concert pianist|
442;387;105;|Sat 21 Apr 1979|;|American novelist|
443;388;377;|Sat 17 Mar 1979|;|Opera singer - soprano|
444;389;378;|Sat 03 Mar 1979|;|Hollywood film star|
445;390;314;|Sat 24 Feb 1979|;|Singer|
446;391;379;|Sat 25 Nov 1978|;|Oscar winning actor|
447;392;380;|Sat 16 Sep 1978|;|Opera singer - mezzo-soprano|
448;393;381;|Sat 12 Aug 1978|;|South African actor|
